Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Giovanni Rana Pfannengnocchi,Keine Marke,"€ 2,29","€ 2,99","1 kg = 8,18","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_336.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kartoffeln,sub_nudeln,tag_ultra_processed,tag_whole_food",,,ref_000336,,
Rama,Rama,"€ 1,29","€ 2,29","1 kg = 3,23",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_337.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,tag_ultra_processed",,BLS-F559100,ref_000337,obs_0000005541|obs_0000030811|obs_0000032353|obs_0000006100|obs_0000029529|obs_0000030181|obs_0000032613|obs_0000029447|obs_0000032544|obs_0000007774|obs_0000005351|obs_0000031979|obs_0000031980|obs_0000032083|obs_0000029803|obs_0000007770,
Skyr,Arla,"€ 1,49","€ 1,99","1 kg = 3,31","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_338.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_high_protein,tag_proteinreich",,,ref_000338,obs_0000028831|obs_0000017572|obs_0000004900|obs_0000001901|obs_0000004473|obs_0000003453|obs_0000004046|obs_0000002541|obs_0000033797|obs_0000014939|obs_0000000634|obs_0000027871|obs_0000011028|obs_0000021512|obs_0000001055|obs_0000005152|obs_0000034383|obs_0000029805|obs_0000006803|obs_0000020693|obs_0000001773|obs_0000025357|obs_0000001329|obs_0000001871|obs_0000019791|obs_0000032090|obs_0000005543|obs_0000017966|obs_0000022196|obs_0000026630|obs_0000009765|obs_0000015423|obs_0000009301|obs_0000011877|obs_0000029839|obs_0000011081|obs_0000032598|obs_0000030179|obs_0000030972|obs_0000000814|obs_0000024892|obs_0000006098|obs_0000032830|obs_0000006304|obs_0000011883|obs_0000005374|obs_0000016130|obs_0000029109,obs_0000005152|obs_0000029805|obs_0000006803|obs_0000028831|obs_0000017572|obs_0000004900|obs_0000032090|obs_0000001901|obs_0000004473|obs_0000003453|obs_0000005543|obs_0000004046|obs_0000002541
Coffee B Kaffeemaschine,Keine Marke,"€ 20,0","€ 99,00","pro Einheit = 20,00",schwarz oder weiß,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_339.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000339,obs_0000018694|obs_0000017426|obs_0000023958|obs_0000024747|obs_0000024383|obs_0000023532|obs_0000023539,
coffeeB Balls,Keine Marke,"€ 12,9","€ 15,96","1 kg = 58,82",versch. Sorten Einzelpreis 3.99 ( 78.24 / kg),Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_340.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000340,,obs_0000028018|obs_0000027444
Ländertee XXL,Teekanne,"€ 2,79","€ 3,19","1 kg = 25,36 - 31,00",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_341.jpg,"cat_getraenke,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000341,obs_0000012763|obs_0000013967,obs_0000006814|obs_0000030347|obs_0000005920
Nescaf Gold,Keine Marke,"€ 6,99","€ 11,99","1 kg = 34,95","löslicher Bohnenkaffee, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_342.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000342,obs_0000029715|obs_0000030693|obs_0000031776|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000011104|obs_0000012669|obs_0000013227|obs_0000015276|obs_0000031712|obs_0000010721|obs_0000006120,obs_0000029715|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000012669|obs_0000010721|obs_0000030693
Dallmayr Kaffeepads,Keine Marke,"€ 3,49","€ 4,99","1 kg = 17,81",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_343.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000343,obs_0000006121|obs_0000009253|obs_0000000609|obs_0000001776|obs_0000033393|obs_0000009724,obs_0000000609|obs_0000006121
Coppenrath Wiese Cafeteria Kuchenschnitten,Keine Marke,"€ 3,69","€ 5,99","pro Einheit = 8,02","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_344.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000344,obs_0000006318|obs_0000026691|obs_0000005209,obs_0000026691
Magdalenas mit Kakao oder Zitrone,Keine Marke,"€ 2,29","€ 2,69","1 kg = 7,63 - 8,18",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_345.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000345,obs_0000020798|obs_0000031579|obs_0000029580|obs_0000013300|obs_0000021617|obs_0000021943|obs_0000032505,
Lieblings Hefezopf,Keine Marke,"€ 2,39","€ 2,69","1 kg = 5,43",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_346.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",,,ref_000346,,
Obstboden oder Tortellets,Keine Marke,"€ 1,49","€ 1,99","1 kg = 7,45 - 10,64",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_347.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",,,ref_000347,,
Kaffeeservice Shanti,Keine Marke,"€ 39,99","€ 91,50","pro Einheit = 39,99","aus hochwertigem Porzellan, spülmaschinengeeignet, 18-teilig",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_348.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000348,,
Carpaccio,Keine Marke,"€ 3,79","€ 4,79","1 kg = 31,58",vom irischen Weiderind mit nativem Olivenöl extra und Parmigiano Reggiano g.U.,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_349.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000349,obs_0000024550|obs_0000031490|obs_0000002789|obs_0000007819|obs_0000002141|obs_0000002558|obs_0000004066|obs_0000003687|obs_0000017416|obs_0000004493|obs_0000018766|obs_0000000368|obs_0000019248|obs_0000004920|obs_0000007435|obs_0000007408|obs_0000032614,obs_0000024550
Olivenöl,Keine Marke,"€ 6,99",,"1 l = 13,98",100% Koroneiki-Oliven aus der Region Kalamata,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_350.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-Q120000,ref_000350,obs_0000002836|obs_0000001438|obs_0000009909|obs_0000011361|obs_0000009444|obs_0000013463|obs_0000012838|obs_0000005928|obs_0000015414|obs_0000007366|obs_0000014541|obs_0000009824|obs_0000014985|obs_0000021137|obs_0000000536|obs_0000025631|obs_0000032416|obs_0000022319|obs_0000021940|obs_0000012351|obs_0000011075|obs_0000020167|obs_0000027595|obs_0000028880|obs_0000025043|obs_0000008020|obs_0000020318|obs_0000000095|obs_0000013794|obs_0000014304|obs_0000029674|obs_0000015852|obs_0000008430|obs_0000020986|obs_0000018950|obs_0000034833|obs_0000028952|obs_0000033698|obs_0000034212|obs_0000018480|obs_0000005177|obs_0000002495|obs_0000001216|obs_0000028869|obs_0000018248|obs_0000008793|obs_0000034888|obs_0000034420|obs_0000003325|obs_0000007186,obs_0000002836|obs_0000001438|obs_0000009909|obs_0000011361|obs_0000009444
Antipasti Teller Mix,Keine Marke,"€ 4,99",,"1 kg = 10,73 - 12,79","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_351.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,BLS-X572212,ref_000351,obs_0000023214|obs_0000025834|obs_0000032508|obs_0000024700|obs_0000023208|obs_0000027889|obs_0000011506|obs_0000007945|obs_0000012554|obs_0000008008|obs_0000025005|obs_0000028103,
Feinkostsalate,Keine Marke,"€ 1,79",,"1 kg = 14,32","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_352.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",,,ref_000352,obs_0000010178,obs_0000010178
Ziegentaler im Speckmantel,Keine Marke,"€ 2,99",,"1 kg = 24,92",gekühlt,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_353.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000353,obs_0000014904|obs_0000016975|obs_0000002222|obs_0000019192|obs_0000016333|obs_0000018925,
Manuka Honig aus Neuseeland,Keine Marke,"€ 9,99",,"1 kg = 39,96",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_354.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000354,obs_0000004625|obs_0000001190|obs_0000005052|obs_0000016199|obs_0000000463|obs_0000019292|obs_0000004198|obs_0000019951|obs_0000017010|obs_0000017124,
Wildlachsfilet,Keine Marke,"€ 6,99",,"1 kg = 9,99","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_355.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegan,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_whole_food",,BLS-T417100,ref_000355,obs_0000016612|obs_0000018791|obs_0000013483|obs_0000017331|obs_0000019068|obs_0000024582|obs_0000011498|obs_0000024576|obs_0000002631|obs_0000002729|obs_0000002956|obs_0000002515|obs_0000003283|obs_0000003286,obs_0000016612|obs_0000018791|obs_0000013483|obs_0000017331|obs_0000019068
Burrata di bufala,Keine Marke,"€ 1,79",,"1 kg = 17,90",gekühlt,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_356.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000356,obs_0000031484|obs_0000019558|obs_0000032377|obs_0000031483|obs_0000030585|obs_0000006621|obs_0000000530|obs_0000004135|obs_0000023180|obs_0000000144|obs_0000011029|obs_0000008005|obs_0000004989|obs_0000000420|obs_0000015803|obs_0000004562|obs_0000003048,obs_0000031484
Neuseeländische Lammlachse,Keine Marke,"€ 3,50",,"1 kg = 34,95","mariniert in feiner Kräuterbuttermarinade, ca. 200 g",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_357.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_whole_food",,,ref_000357,obs_0000025794|obs_0000029207|obs_0000010044,
Tortelloni oder Ravioli,Keine Marke,"€ 1,99",,"1 kg = 7,96","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_358.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",,,ref_000358,obs_0000008226|obs_0000014375|obs_0000004343|obs_0000000276|obs_0000010656|obs_0000012826|obs_0000008812|obs_0000004770|obs_0000027414|obs_0000011060|obs_0000003071|obs_0000003916|obs_0000010082,
Premium Pesto,Keine Marke,"€ 1,49","€ 1,99","1 kg = 7,84",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_359.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000359,obs_0000000146|obs_0000018607|obs_0000016639|obs_0000025099|obs_0000023299|obs_0000019219|obs_0000011089|obs_0000015289|obs_0000011527|obs_0000011595|obs_0000019945|obs_0000015872|obs_0000013830|obs_0000001549|obs_0000020017|obs_0000003675|obs_0000014195,
Weizenbaguette,Keine Marke,"€ 1,3","€ 1,38","1 kg = 2,00",Einzelpreis: 0.69 (2.76 / kg Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_360.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-B781200,ref_000360,obs_0000027457|obs_0000028106|obs_0000027968|obs_0000034946,obs_0000027457|obs_0000028106|obs_0000027968
Maille Dijon-Senf,Keine Marke,"€ 1,99","€ 2,79","1 l = 9,95",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_361.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000361,obs_0000007952|obs_0000031212|obs_0000031031|obs_0000028473|obs_0000031812,obs_0000028473
Tessiner Senfsaucen,Keine Marke,"€ 2,49","€ 2,99","1 l = 41,50","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_362.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000362,obs_0000017186|obs_0000019042|obs_0000016337,obs_0000017186|obs_0000019042|obs_0000015848|obs_0000016337|obs_0000024570
Spargel grün,Keine Marke,"€ 4,44",,"1 kg = 11,10","Italien / Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_363.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,BLS-G450100,ref_000363,obs_0000034717|obs_0000006079,obs_0000034717|obs_0000006079
Lacroix Fonds,Keine Marke,"€ 1,99","€ 3,39","1 l = 4,98",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_364.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000364,,obs_0000006824
Meica Ragout Fin,Keine Marke,"€ 3,49","€ 4,49","1 kg = 8,73",zartes Geflügel- und Kalbfleisch mit Champignons,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_365.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000365,obs_0000030594|obs_0000032316,
Königinpasteten,Keine Marke,"€ 1,49","€ 1,99","1 kg = 9,93",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_366.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000366,,
Italienische Bronze Pasta,Keine Marke,"€ 0,99","€ 1,89","1 kg = 1,98",versch. Ausformungen,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_367.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,sub_tk_gemuese,tag_whole_food",,,ref_000367,obs_0000006302|obs_0000005740|obs_0000007357|obs_0000020003|obs_0000035104|obs_0000028733|obs_0000022097|obs_0000002663|obs_0000034419|obs_0000017082|obs_0000021187|obs_0000034026|obs_0000026899|obs_0000018196|obs_0000016662|obs_0000018708|obs_0000028496|obs_0000011092|obs_0000014165|obs_0000019293|obs_0000019845|obs_0000020368|obs_0000025518|obs_0000028607|obs_0000018893|obs_0000017359|obs_0000016866,
Franken Silvanerdurst Qualitätswein,Keine Marke,"€ 4,99","€ 5,99","1 l = 6,65",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_368.jpg,"cat_getraenke,diet_lactose_free,diet_vegan",,,ref_000368,obs_0000027693|obs_0000005817|obs_0000027206|obs_0000006892|obs_0000028025|obs_0000026878|obs_0000011138|obs_0000008721|obs_0000013843|obs_0000013356|obs_0000014641|obs_0000015923|obs_0000012225|obs_0000011986,
Pircher Spirituosen,Keine Marke,"€ 14,99","€ 18,99","1 l = 21,41","versch. Sorten, 40 % Vol.",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_369.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000369,,
Cr mant de Bordeaux weiß oder ros Schaumwein brut,Keine Marke,"€ 6,49",,"1 l = 8,65","Schaumwein, brut",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_370.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000370,obs_0000024455|obs_0000001806|obs_0000024035|obs_0000008009,
Bonbons oder Feine Eier,Milka,"€ 1,99","€ 3,29","1 kg = 22,11 - 23,14",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_371.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000371,obs_0000034719|obs_0000006918|obs_0000008570,
Osternest,Milka,"€ 5,99","€ 7,99","1 kg = 30,25",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_372.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000372,,
Edle Tropfen,Keine Marke,"€ 2,99","€ 3,59","1 kg = 14,95",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_373.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000373,obs_0000008747|obs_0000014600|obs_0000000591|obs_0000015895,obs_0000008747
Funsch Marzipanfiguren,Keine Marke,"€ 1,99",,"1 kg = 39,80",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_374.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000374,,
Trolli Hoppla Hopp Fruchtgummi,Keine Marke,"€ 2,49","€ 2,99","1 kg = 6,92",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_375.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000375,obs_0000034720|obs_0000017027|obs_0000001930|obs_0000002314|obs_0000019082|obs_0000019722|obs_0000002318|obs_0000020367|obs_0000002320|obs_0000021394|obs_0000024204|obs_0000016918|obs_0000025361|obs_0000016298|obs_0000020778|obs_0000025134|obs_0000020787|obs_0000021688|obs_0000025528|obs_0000011323|obs_0000021186|obs_0000013647|obs_0000016719|obs_0000014289|obs_0000017102|obs_0000017103|obs_0000027215|obs_0000027602|obs_0000021597|obs_0000020575|obs_0000023776|obs_0000021606|obs_0000023399|obs_0000010105|obs_0000002943,
After Eight,After Eight,"€ 2,29","€ 3,99","1 kg = 11,45",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_376.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000376,obs_0000006576|obs_0000024899|obs_0000032700|obs_0000019693|obs_0000030673|obs_0000018327|obs_0000032156|obs_0000005470|obs_0000008691,obs_0000006576
Windel Geschenkkorb,Keine Marke,"€ 5,99","€ 8,99","1 kg = 53,48",enthält Alkohol,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_377.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000377,,
Osterei,Ferrero,"€ 2,99","€ 3,49","1 kg = 29,90",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_378.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000378,obs_0000013810|obs_0000013856|obs_0000024692|obs_0000030987|obs_0000013776,obs_0000013810
Lindt Pralinen Spezialitäten,Keine Marke,"€ 6,99","€ 8,99","1 kg = 55,92",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_379.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000379,obs_0000026095,
Lovelies,Merci,"€ 2,49","€ 3,49","1 kg = 13,46",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_380.jpg,"cat_non_food,tag_ultra_processed",,,ref_000380,obs_0000012392|obs_0000035097|obs_0000034393,obs_0000012392|obs_0000035097
Lindt Ostereier,Keine Marke,"€ 2,99","€ 4,99","1 kg = 29,90 - 35,18","versch. Sorten, enthält teilweise Alkohol",Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_381.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000381,,
Lindt Osterspezialitäten,Keine Marke,"€ 1,99","€ 2,69","1 kg = 49,75 - 56,86",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_382.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000382,,
Osterhase,Nestl,"€ 1,69","€ 2,19","1 kg = 33,80 - 37,56",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_383.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000383,obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811|obs_0000013777,obs_0000024716|obs_0000024717|obs_0000001703|obs_0000001708|obs_0000013811
Schüttel mich Ei,Milka,"€ 3,49","€ 3,99","1 kg = 35,98",,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_384.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000384,,
Ritter Sport Schokowürfel,Keine Marke,"€ 2,99","€ 4,29","1 kg = 16,99",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_385.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_vegetarian,tag_proteinreich,tag_ultra_processed",,,ref_000385,obs_0000005654|obs_0000030307|obs_0000006035|obs_0000032007|obs_0000032690|obs_0000029001|obs_0000032476|obs_0000026946,obs_0000006035|obs_0000005654|obs_0000026946|obs_0000030307
Prinzen Rolle,Keine Marke,"€ 1,69","€ 2,49","1 kg = 3,76 - 4,23",versch. Sorten,Nein,"Wochenangebote gültig von Montag, 30.03.26 - Samstag, 04.04.26",30.03.26,04.04.26,../images/netto/netto_offer_386.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000386,obs_0000025729|obs_0000005023|obs_0000000439|obs_0000004169|obs_0000031709|obs_0000027884|obs_0000033650|obs_0000004596|obs_0000003067|obs_0000005280|obs_0000006232|obs_0000026331|obs_0000007285|obs_0000030670|obs_0000030672,obs_0000025729|obs_0000005023|obs_0000000439|obs_0000004169|obs_0000031709|obs_0000027884|obs_0000033650|obs_0000004596|obs_0000003067
